FirstName,LastName,BillingCountry,BillingCity,billingState,Sale_FirstName,Sale_LastName,salesMade,ArtistName,AlbumName,GenreName,trackSales,invoiceSales
Stanisław,Wójcik,Poland,Warsaw,State is Unknown,Margaret,Park,775.4000000000005,Lenny Kravitz,Greatest Hits,Rock,1.98,13.86
Stanisław,Wójcik,Poland,Warsaw,State is Unknown,Margaret,Park,775.4000000000005,Smashing Pumpkins,Judas 0: B-Sides and Rarities,Alternative & Punk,1.98,13.86
Stanisław,Wójcik,Poland,Warsaw,State is Unknown,Margaret,Park,775.4000000000005,Smashing Pumpkins,Rotten Apples: Greatest Hits,Alternative & Punk,1.98,13.86
Stanisław,Wójcik,Poland,Warsaw,State is Unknown,Margaret,Park,775.4000000000005,Soundgarden,A-Sides,Rock,1.98,13.86
Alexandre,Rocha,Brazil,São Paulo,SP,Steve,Johnson,720.1600000000011,Pearl Jam,Vs.,Rock,1.98,13.86
Alexandre,Rocha,Brazil,São Paulo,SP,Steve,Johnson,720.1600000000011,Planet Hemp,Os Cães Ladram Mas A Caravana Não Pára,Hip Hop/Rap,1.98,13.86
Alexandre,Rocha,Brazil,São Paulo,SP,Steve,Johnson,720.1600000000011,Queen,Greatest Hits I,Rock,1.98,13.86
Alexandre,Rocha,Brazil,São Paulo,SP,Steve,Johnson,720.1600000000011,R.E.M.,Green,Alternative & Punk,1.98,13.86
Enrique,Muñoz,Spain,Madrid,State is Unknown,Steve,Johnson,720.1600000000011,Lenny Kravitz,Greatest Hits,Reggae,1.98,13.86
Enrique,Muñoz,Spain,Madrid,State is Unknown,Steve,Johnson,720.1600000000011,Pearl Jam,Riot Act,Rock,1.98,13.86
Enrique,Muñoz,Spain,Madrid,State is Unknown,Steve,Johnson,720.1600000000011,Queen,Greatest Hits I,Rock,1.98,13.86
Enrique,Muñoz,Spain,Madrid,State is Unknown,Steve,Johnson,720.1600000000011,Queen,News Of The World,Rock,1.98,13.86
Hannah,Schneider,Germany,Berlin,State is Unknown,Steve,Johnson,720.1600000000011,Iron Maiden,Killers,Heavy Metal,1.98,13.86
Jack,Smith,USA,Redmond,WA,Steve,Johnson,720.1600000000011,Foo Fighters,In Your Honor [Disc 2],Rock,1.98,13.86
Jack,Smith,USA,Redmond,WA,Steve,Johnson,720.1600000000011,Funk Como Le Gusta,Roda De Funk,Latin,1.98,13.86
Jack,Smith,USA,Redmond,WA,Steve,Johnson,720.1600000000011,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,1.98,13.86
Joakim,Johansson,Sweden,Stockholm,State is Unknown,Steve,Johnson,720.1600000000011,Milton Nascimento,Milton Nascimento Ao Vivo,Latin,1.98,13.86
Joakim,Johansson,Sweden,Stockholm,State is Unknown,Steve,Johnson,720.1600000000011,Motörhead,Ace Of Spades,Metal,1.98,13.86
Joakim,Johansson,Sweden,Stockholm,State is Unknown,Steve,Johnson,720.1600000000011,Mötley Crüe,Motley Crue Greatest Hits,Metal,1.98,13.86
Joakim,Johansson,Sweden,Stockholm,State is Unknown,Steve,Johnson,720.1600000000011,Nirvana,From The Muddy Banks Of The Wishkah [Live],Rock,1.98,13.86
Joakim,Johansson,Sweden,Stockholm,State is Unknown,Steve,Johnson,720.1600000000011,O Terço,Compositores,Rock,1.98,13.86
Johannes,Van der Berg,Netherlands,Amsterdam,VV,Steve,Johnson,720.1600000000011,Red Hot Chili Peppers,Blood Sugar Sex Magik,Alternative & Punk,1.98,13.86
Johannes,Van der Berg,Netherlands,Amsterdam,VV,Steve,Johnson,720.1600000000011,Red Hot Chili Peppers,By The Way,Rock,1.98,13.86
Johannes,Van der Berg,Netherlands,Amsterdam,VV,Steve,Johnson,720.1600000000011,Red Hot Chili Peppers,Californication,Rock,1.98,13.86
Johannes,Van der Berg,Netherlands,Amsterdam,VV,Steve,Johnson,720.1600000000011,Skank,Maquinarama,Rock,1.98,13.86
Julia,Barnett,USA,Salt Lake City,UT,Steve,Johnson,720.1600000000011,The Police,The Police Greatest Hits,Rock,1.98,13.86
Julia,Barnett,USA,Salt Lake City,UT,Steve,Johnson,720.1600000000011,The Rolling Stones,No Security,Rock,1.98,13.86
Julia,Barnett,USA,Salt Lake City,UT,Steve,Johnson,720.1600000000011,The Tea Party,Tangents,Alternative & Punk,1.98,13.86
Kathy,Chase,USA,Reno,NV,Steve,Johnson,720.1600000000011,Antônio Carlos Jobim,Chill: Brazil (Disc 2),Latin,1.98,13.86
Kathy,Chase,USA,Reno,NV,Steve,Johnson,720.1600000000011,Cidade Negra,Acústico MTV [Live],Reggae,1.98,13.86
Kathy,Chase,USA,Reno,NV,Steve,Johnson,720.1600000000011,Cidade Negra,Cidade Negra - Hits,Reggae,1.98,13.86
Kathy,Chase,USA,Reno,NV,Steve,Johnson,720.1600000000011,Led Zeppelin,BBC Sessions [Disc 1] [Live],Rock,1.98,13.86
Kathy,Chase,USA,Reno,NV,Steve,Johnson,720.1600000000011,Marcos Valle,Chill: Brazil (Disc 1),Latin,1.98,13.86
Leonie,Köhler,Germany,Stuttgart,State is Unknown,Steve,Johnson,720.1600000000011,Antônio Carlos Jobim,Chill: Brazil (Disc 2),Latin,1.98,13.86
Leonie,Köhler,Germany,Stuttgart,State is Unknown,Steve,Johnson,720.1600000000011,Kiss,Greatest Kiss,Rock,1.98,13.86
Leonie,Köhler,Germany,Stuttgart,State is Unknown,Steve,Johnson,720.1600000000011,Led Zeppelin,BBC Sessions [Disc 1] [Live],Rock,1.98,13.86
Leonie,Köhler,Germany,Stuttgart,State is Unknown,Steve,Johnson,720.1600000000011,Marcos Valle,Chill: Brazil (Disc 1),Latin,1.98,13.86
Leonie,Köhler,Germany,Stuttgart,State is Unknown,Steve,Johnson,720.1600000000011,Queen,Greatest Hits II,Rock,1.98,13.86
Lucas,Mancini,Italy,Rome,RM,Steve,Johnson,720.1600000000011,The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,1.98,13.86
Lucas,Mancini,Italy,Rome,RM,Steve,Johnson,720.1600000000011,The Police,The Police Greatest Hits,Rock,1.98,13.86
Lucas,Mancini,Italy,Rome,RM,Steve,Johnson,720.1600000000011,The Rolling Stones,No Security,Rock,1.98,13.86
Lucas,Mancini,Italy,Rome,RM,Steve,Johnson,720.1600000000011,The Rolling Stones,Voodoo Lounge,Rock,1.98,13.86
Luis,Rojas,Chile,Santiago,State is Unknown,Steve,Johnson,720.1600000000011,Eric Clapton,Unplugged,Latin,1.98,13.86
Luis,Rojas,Chile,Santiago,State is Unknown,Steve,Johnson,720.1600000000011,Funk Como Le Gusta,Roda De Funk,Latin,1.98,13.86
Luis,Rojas,Chile,Santiago,State is Unknown,Steve,Johnson,720.1600000000011,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,1.98,13.86
Luis,Rojas,Chile,Santiago,State is Unknown,Steve,Johnson,720.1600000000011,Green Day,American Idiot,Alternative & Punk,1.98,13.86
Marc,Dubois,France,Lyon,State is Unknown,Steve,Johnson,720.1600000000011,Antônio Carlos Jobim,Chill: Brazil (Disc 2),Latin,1.98,13.86
Marc,Dubois,France,Lyon,State is Unknown,Steve,Johnson,720.1600000000011,Marcos Valle,Chill: Brazil (Disc 1),Latin,1.98,13.86
Marc,Dubois,France,Lyon,State is Unknown,Steve,Johnson,720.1600000000011,Various Artists,Axé Bahia 2001,Pop,1.98,13.86
Marc,Dubois,France,Lyon,State is Unknown,Steve,Johnson,720.1600000000011,Various Artists,Carnaval 2001,Soundtrack,1.98,13.86
Mark,Philips,Canada,Edmonton,AB,Steve,Johnson,720.1600000000011,JET,Get Born,Alternative & Punk,1.98,13.86
Mark,Philips,Canada,Edmonton,AB,Steve,Johnson,720.1600000000011,James Brown,Sex Machine,R&B/Soul,1.98,13.86
Mark,Philips,Canada,Edmonton,AB,Steve,Johnson,720.1600000000011,Jimi Hendrix,Are You Experienced?,Rock,1.98,13.86
Mark,Philips,Canada,Edmonton,AB,Steve,Johnson,720.1600000000011,Jota Quest,Jota Quest-1995,Latin,1.98,13.86
Martha,Silk,Canada,Halifax,NS,Steve,Johnson,720.1600000000011,Miles Davis,Miles Ahead,Jazz,1.98,13.86
Martha,Silk,Canada,Halifax,NS,Steve,Johnson,720.1600000000011,Milton Nascimento,Minas,Latin,1.98,13.86
Martha,Silk,Canada,Halifax,NS,Steve,Johnson,720.1600000000011,Mônica Marianno,Demorou...,World,1.98,13.86
Martha,Silk,Canada,Halifax,NS,Steve,Johnson,720.1600000000011,Mötley Crüe,Motley Crue Greatest Hits,Metal,1.98,13.86
Steve,Murray,United Kingdom,Edinburgh ,State is Unknown,Steve,Johnson,720.1600000000011,JET,Get Born,Alternative & Punk,1.98,13.86
Steve,Murray,United Kingdom,Edinburgh ,State is Unknown,Steve,Johnson,720.1600000000011,Jimi Hendrix,Are You Experienced?,Rock,1.98,13.86
Steve,Murray,United Kingdom,Edinburgh ,State is Unknown,Steve,Johnson,720.1600000000011,Jota Quest,Jota Quest-1995,Latin,1.98,13.86
Steve,Murray,United Kingdom,Edinburgh ,State is Unknown,Steve,Johnson,720.1600000000011,Judas Priest,Living After Midnight,Metal,1.98,13.86
Steve,Murray,United Kingdom,Edinburgh ,State is Unknown,Steve,Johnson,720.1600000000011,Kiss,Unplugged [Live],Rock,1.98,13.86
João,Fernandes,Portugal,Lisbon,State is Unknown,Margaret,Park,775.4000000000005,Ozzy Osbourne,Speak of the Devil,Rock,1.98,10.91
Jennifer,Peterson,Canada,Vancouver,BC,Jane,Peacock,833.0400000000016,Scorpions,20th Century Masters - The Millennium Collection: The Best of Scorpions,Rock,1.98,9.91
Edward,Francis,Canada,Ottawa,ON,Jane,Peacock,833.0400000000016,Spyro Gyra,Heart of the Night,Jazz,1.98,8.91
Ellie,Sullivan,Canada,Yellowknife,NT,Jane,Peacock,833.0400000000016,AC/DC,For Those About To Rock We Salute You,Rock,1.98,8.91
Ellie,Sullivan,Canada,Yellowknife,NT,Jane,Peacock,833.0400000000016,Aerosmith,Big Ones,Rock,1.98,8.91
Ellie,Sullivan,Canada,Yellowknife,NT,Jane,Peacock,833.0400000000016,Alanis Morissette,Jagged Little Pill,Rock,1.98,8.91
Emma,Jones,United Kingdom,London,State is Unknown,Jane,Peacock,833.0400000000016,Chico Science & Nação Zumbi,Da Lama Ao Caos,Latin,1.98,8.91
Emma,Jones,United Kingdom,London,State is Unknown,Jane,Peacock,833.0400000000016,Cidade Negra,Cidade Negra - Hits,Reggae,1.98,8.91
Emma,Jones,United Kingdom,London,State is Unknown,Jane,Peacock,833.0400000000016,Cláudio Zoli,Na Pista,Latin,1.98,8.91
Frank,Ralston,USA,Chicago,IL,Jane,Peacock,833.0400000000016,Led Zeppelin,Presence,Rock,1.98,8.91
François,Tremblay,Canada,Montréal,QC,Jane,Peacock,833.0400000000016,Metallica,...And Justice For All,Metal,1.98,8.91
François,Tremblay,Canada,Montréal,QC,Jane,Peacock,833.0400000000016,Metallica,Ride The Lightning,Metal,1.98,8.91
François,Tremblay,Canada,Montréal,QC,Jane,Peacock,833.0400000000016,Miles Davis,Miles Ahead,Jazz,1.98,8.91
François,Tremblay,Canada,Montréal,QC,Jane,Peacock,833.0400000000016,Milton Nascimento,Milton Nascimento Ao Vivo,Latin,1.98,8.91
Hugh,O'Reilly,Ireland,Dublin,Dublin,Jane,Peacock,833.0400000000016,Guns N' Roses,Use Your Illusion I,Rock,1.98,8.91
Hugh,O'Reilly,Ireland,Dublin,Dublin,Jane,Peacock,833.0400000000016,Incognito,Blue Moods,Jazz,1.98,8.91
Isabelle,Mercier,France,Dijon,State is Unknown,Jane,Peacock,833.0400000000016,Led Zeppelin,In Through The Out Door,Rock,1.98,8.91
Isabelle,Mercier,France,Dijon,State is Unknown,Jane,Peacock,833.0400000000016,Led Zeppelin,Led Zeppelin II,Rock,1.98,8.91
Isabelle,Mercier,France,Dijon,State is Unknown,Jane,Peacock,833.0400000000016,Led Zeppelin,Led Zeppelin III,Rock,1.98,8.91
Ladislav,Kovács,Hungary,Budapest,State is Unknown,Jane,Peacock,833.0400000000016,Jamiroquai,Emergency On Planet Earth,Rock,1.98,8.91
Ladislav,Kovács,Hungary,Budapest,State is Unknown,Jane,Peacock,833.0400000000016,Jamiroquai,Synkronized,R&B/Soul,1.98,8.91
Luís,Gonçalves,Brazil,São José dos Campos,SP,Jane,Peacock,833.0400000000016,Os Paralamas Do Sucesso,Arquivo II,Latin,1.98,8.91
Luís,Gonçalves,Brazil,São José dos Campos,SP,Jane,Peacock,833.0400000000016,Ozzy Osbourne,Tribute,Metal,1.98,8.91
Manoj,Pareek,India,Delhi,State is Unknown,Jane,Peacock,833.0400000000016,The Black Crowes,Live [Disc 2],Blues,1.98,8.91
Manoj,Pareek,India,Delhi,State is Unknown,Jane,Peacock,833.0400000000016,The Cult,Beyond Good And Evil,Rock,1.98,8.91
Michelle,Brooks,USA,New York,NY,Jane,Peacock,833.0400000000016,Spyro Gyra,Morning Dance,Jazz,1.98,8.91
Michelle,Brooks,USA,New York,NY,Jane,Peacock,833.0400000000016,Stone Temple Pilots,Core,Rock,1.98,8.91
Michelle,Brooks,USA,New York,NY,Jane,Peacock,833.0400000000016,System Of A Down,Mezmerize,Metal,1.98,8.91
Niklas,Schröder,Germany,Berlin,State is Unknown,Jane,Peacock,833.0400000000016,System Of A Down,Mezmerize,Metal,1.98,8.91
Niklas,Schröder,Germany,Berlin,State is Unknown,Jane,Peacock,833.0400000000016,The Black Crowes,Live [Disc 1],Blues,1.98,8.91
Niklas,Schröder,Germany,Berlin,State is Unknown,Jane,Peacock,833.0400000000016,The Black Crowes,Live [Disc 2],Blues,1.98,8.91
Phil,Hughes,United Kingdom,London,State is Unknown,Jane,Peacock,833.0400000000016,Alanis Morissette,Jagged Little Pill,Rock,1.98,8.91
Phil,Hughes,United Kingdom,London,State is Unknown,Jane,Peacock,833.0400000000016,Alice In Chains,Facelift,Rock,1.98,8.91
Puja,Srivastava,India,Bangalore,State is Unknown,Jane,Peacock,833.0400000000016,R.E.M.,The Best Of R.E.M.: The IRS Years,Alternative & Punk,1.98,8.91
Puja,Srivastava,India,Bangalore,State is Unknown,Jane,Peacock,833.0400000000016,Raimundos,Cesta Básica,Alternative & Punk,1.98,8.91
Puja,Srivastava,India,Bangalore,State is Unknown,Jane,Peacock,833.0400000000016,Raul Seixas,Raul Seixas,Rock,1.98,8.91
Puja,Srivastava,India,Bangalore,State is Unknown,Jane,Peacock,833.0400000000016,Red Hot Chili Peppers,Blood Sugar Sex Magik,Alternative & Punk,1.98,8.91
Robert,Brown,Canada,Toronto,ON,Jane,Peacock,833.0400000000016,Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Latin,1.98,8.91
Roberto,Almeida,Brazil,Rio de Janeiro,RJ,Jane,Peacock,833.0400000000016,Chico Science & Nação Zumbi,Da Lama Ao Caos,Latin,1.98,8.91
Terhi,Hämäläinen,Finland,Helsinki,State is Unknown,Jane,Peacock,833.0400000000016,Legião Urbana,Mais Do Mesmo,Latin,1.98,8.91
Tim,Goyer,USA,Cupertino,CA,Jane,Peacock,833.0400000000016,The Cult,Beyond Good And Evil,Rock,1.98,8.91
Wyatt,Girard,France,Bordeaux,State is Unknown,Jane,Peacock,833.0400000000016,Metallica,...And Justice For All,Metal,1.98,8.91
Wyatt,Girard,France,Bordeaux,State is Unknown,Jane,Peacock,833.0400000000016,Metallica,ReLoad,Metal,1.98,8.91
Wyatt,Girard,France,Bordeaux,State is Unknown,Jane,Peacock,833.0400000000016,Metallica,St. Anger,Metal,1.98,8.91
Aaron,Mitchell,Canada,Winnipeg,MB,Margaret,Park,775.4000000000005,Cidade Negra,Acústico MTV [Live],Reggae,1.98,8.91
Bjørn,Hansen,Norway,Oslo,State is Unknown,Margaret,Park,775.4000000000005,Led Zeppelin,Led Zeppelin I,Rock,1.98,8.91
Bjørn,Hansen,Norway,Oslo,State is Unknown,Margaret,Park,775.4000000000005,Led Zeppelin,Led Zeppelin III,Rock,1.98,8.91
Camille,Bernard,France,Paris,State is Unknown,Margaret,Park,775.4000000000005,R.E.M.,New Adventures In Hi-Fi,Rock,1.98,8.91
Camille,Bernard,France,Paris,State is Unknown,Margaret,Park,775.4000000000005,R.E.M.,The Best Of R.E.M.: The IRS Years,Alternative & Punk,1.98,8.91
Camille,Bernard,France,Paris,State is Unknown,Margaret,Park,775.4000000000005,R.E.M. Feat. Kate Pearson,Out Of Time,Alternative & Punk,1.98,8.91
Camille,Bernard,France,Paris,State is Unknown,Margaret,Park,775.4000000000005,Raimundos,Cesta Básica,Alternative & Punk,1.98,8.91
Daan,Peeters,Belgium,Brussels,State is Unknown,Margaret,Park,775.4000000000005,Faith No More,Album Of The Year,Alternative & Punk,1.98,8.91
Daan,Peeters,Belgium,Brussels,State is Unknown,Margaret,Park,775.4000000000005,Faith No More,King For A Day Fool For A Lifetime,Rock,1.98,8.91
Daan,Peeters,Belgium,Brussels,State is Unknown,Margaret,Park,775.4000000000005,Faith No More,The Real Thing,Alternative & Punk,1.98,8.91
Dan,Miller,USA,Mountain View,CA,Margaret,Park,775.4000000000005,Red Hot Chili Peppers,Blood Sugar Sex Magik,Alternative & Punk,1.98,8.91
Diego,Gutiérrez,Argentina,Buenos Aires,State is Unknown,Margaret,Park,775.4000000000005,Tim Maia,Serie Sem Limite (Disc 1),Latin,1.98,8.91
Diego,Gutiérrez,Argentina,Buenos Aires,State is Unknown,Margaret,Park,775.4000000000005,Tim Maia,Serie Sem Limite (Disc 2),Latin,1.98,8.91
Dominique,Lefebvre,France,Paris,State is Unknown,Margaret,Park,775.4000000000005,Red Hot Chili Peppers,By The Way,Rock,1.98,8.91
Eduardo,Martins,Brazil,São Paulo,SP,Margaret,Park,775.4000000000005,Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Latin,1.98,8.91
Eduardo,Martins,Brazil,São Paulo,SP,Margaret,Park,775.4000000000005,Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,1.98,8.91
Fernanda,Ramos,Brazil,Brasília,DF,Margaret,Park,775.4000000000005,AC/DC,Let There Be Rock,Rock,1.98,8.91
Frank,Harris,USA,Mountain View,CA,Margaret,Park,775.4000000000005,UB40,UB40 The Best Of - Volume Two [UK],Reggae,1.98,8.91
Frank,Harris,USA,Mountain View,CA,Margaret,Park,775.4000000000005,Van Halen,Diver Down,Rock,1.98,8.91
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775.4000000000005,Iron Maiden,Seventh Son of a Seventh Son,Metal,1.98,8.91
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775.4000000000005,Iron Maiden,The X Factor,Rock,1.98,8.91
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775.4000000000005,Iron Maiden,Virtual XI,Rock,1.98,8.91
Heather,Leacock,USA,Orlando,FL,Margaret,Park,775.4000000000005,Metallica,Kill 'Em All,Metal,1.98,8.91
Heather,Leacock,USA,Orlando,FL,Margaret,Park,775.4000000000005,Metallica,Load,Metal,1.98,8.91
Heather,Leacock,USA,Orlando,FL,Margaret,Park,775.4000000000005,Metallica,Master Of Puppets,Metal,1.98,8.91
Heather,Leacock,USA,Orlando,FL,Margaret,Park,775.4000000000005,Metallica,ReLoad,Metal,1.98,8.91
John,Gordon,USA,Boston,MA,Margaret,Park,775.4000000000005,Miles Davis,Miles Ahead,Jazz,1.98,8.91
John,Gordon,USA,Boston,MA,Margaret,Park,775.4000000000005,Milton Nascimento,Minas,Latin,1.98,8.91
Madalena,Sampaio,Portugal,Porto,State is Unknown,Margaret,Park,775.4000000000005,U2,The Best Of 1980-1990,Rock,1.98,8.91
Madalena,Sampaio,Portugal,Porto,State is Unknown,Margaret,Park,775.4000000000005,U2,War,Rock,1.98,8.91
Madalena,Sampaio,Portugal,Porto,State is Unknown,Margaret,Park,775.4000000000005,U2,Zooropa,Rock,1.98,8.91
Mark,Taylor,Australia,Sidney,NSW,Margaret,Park,775.4000000000005,U2,War,Rock,1.98,8.91
Mark,Taylor,Australia,Sidney,NSW,Margaret,Park,775.4000000000005,U2,Zooropa,Rock,1.98,8.91
Mark,Taylor,Australia,Sidney,NSW,Margaret,Park,775.4000000000005,UB40,UB40 The Best Of - Volume Two [UK],Reggae,1.98,8.91
Mark,Taylor,Australia,Sidney,NSW,Margaret,Park,775.4000000000005,Van Halen,Diver Down,Rock,1.98,8.91
Patrick,Gray,USA,Tucson,AZ,Margaret,Park,775.4000000000005,Iron Maiden,A Matter of Life and Death,Rock,1.98,8.91
Patrick,Gray,USA,Tucson,AZ,Margaret,Park,775.4000000000005,Iron Maiden,A Real Dead One,Metal,1.98,8.91
Patrick,Gray,USA,Tucson,AZ,Margaret,Park,775.4000000000005,Iron Maiden,A Real Live One,Metal,1.98,8.91
Patrick,Gray,USA,Tucson,AZ,Margaret,Park,775.4000000000005,Iron Maiden,Brave New World,Rock,1.98,8.91
Richard,Cunningham,USA,Fort Worth,TX,Margaret,Park,775.4000000000005,Guns N' Roses,Appetite for Destruction,Rock,1.98,8.91
Richard,Cunningham,USA,Fort Worth,TX,Margaret,Park,775.4000000000005,Guns N' Roses,Use Your Illusion I,Rock,1.98,8.91
Richard,Cunningham,USA,Fort Worth,TX,Margaret,Park,775.4000000000005,Guns N' Roses,Use Your Illusion II,Metal,1.98,8.91
Stanisław,Wójcik,Poland,Warsaw,State is Unknown,Margaret,Park,775.4000000000005,Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Latin,1.98,8.91
Stanisław,Wójcik,Poland,Warsaw,State is Unknown,Margaret,Park,775.4000000000005,Deep Purple,Come Taste The Band,Rock,1.98,8.91
Alexandre,Rocha,Brazil,São Paulo,SP,Steve,Johnson,720.1600000000011,Chico Buarque,Minha Historia,Latin,1.98,8.91
Alexandre,Rocha,Brazil,São Paulo,SP,Steve,Johnson,720.1600000000011,David Coverdale,Into The Light,Rock,1.98,8.91
Astrid,Gruber,Austria,Vienne,State is Unknown,Steve,Johnson,720.1600000000011,Guns N' Roses,Use Your Illusion II,Metal,1.98,8.91
Astrid,Gruber,Austria,Vienne,State is Unknown,Steve,Johnson,720.1600000000011,Incognito,Blue Moods,Jazz,1.98,8.91
Astrid,Gruber,Austria,Vienne,State is Unknown,Steve,Johnson,720.1600000000011,Iron Maiden,A Matter of Life and Death,Rock,1.98,8.91
Astrid,Gruber,Austria,Vienne,State is Unknown,Steve,Johnson,720.1600000000011,Iron Maiden,A Real Dead One,Metal,1.98,8.91
Enrique,Muñoz,Spain,Madrid,State is Unknown,Steve,Johnson,720.1600000000011,David Coverdale,Into The Light,Rock,1.98,8.91
Enrique,Muñoz,Spain,Madrid,State is Unknown,Steve,Johnson,720.1600000000011,Gonzaguinha,Meus Momentos,Latin,1.98,8.91
Enrique,Muñoz,Spain,Madrid,State is Unknown,Steve,Johnson,720.1600000000011,Spyro Gyra,Heart of the Night,Jazz,1.98,8.91
Hannah,Schneider,Germany,Berlin,State is Unknown,Steve,Johnson,720.1600000000011,Van Halen,Van Halen,Rock,1.98,8.91
Hannah,Schneider,Germany,Berlin,State is Unknown,Steve,Johnson,720.1600000000011,Van Halen,Van Halen III,Rock,1.98,8.91
Helena,Holý,Czech Republic,Prague,State is Unknown,Steve,Johnson,720.1600000000011,JET,Get Born,Alternative & Punk,1.98,8.91
Helena,Holý,Czech Republic,Prague,State is Unknown,Steve,Johnson,720.1600000000011,Jamiroquai,Emergency On Planet Earth,Rock,1.98,8.91
Helena,Holý,Czech Republic,Prague,State is Unknown,Steve,Johnson,720.1600000000011,Jamiroquai,Synkronized,R&B/Soul,1.98,8.91
Helena,Holý,Czech Republic,Prague,State is Unknown,Steve,Johnson,720.1600000000011,Jamiroquai,The Return Of The Space Cowboy,Electronica/Dance,1.98,8.91
Joakim,Johansson,Sweden,Stockholm,State is Unknown,Steve,Johnson,720.1600000000011,Chico Science & Nação Zumbi,Afrociberdelia,Latin,1.98,8.91
Johannes,Van der Berg,Netherlands,Amsterdam,VV,Steve,Johnson,720.1600000000011,Foo Fighters,In Your Honor [Disc 2],Rock,1.98,8.91
Johannes,Van der Berg,Netherlands,Amsterdam,VV,Steve,Johnson,720.1600000000011,Foo Fighters,One By One,Alternative & Punk,1.98,8.91
Julia,Barnett,USA,Salt Lake City,UT,Steve,Johnson,720.1600000000011,Faith No More,King For A Day Fool For A Lifetime,Rock,1.98,8.91
Julia,Barnett,USA,Salt Lake City,UT,Steve,Johnson,720.1600000000011,Faith No More,The Real Thing,Alternative & Punk,1.98,8.91
Julia,Barnett,USA,Salt Lake City,UT,Steve,Johnson,720.1600000000011,Falamansa,Deixa Entrar,Latin,1.98,8.91
Julia,Barnett,USA,Salt Lake City,UT,Steve,Johnson,720.1600000000011,Foo Fighters,In Your Honor [Disc 1],Rock,1.98,8.91
Kathy,Chase,USA,Reno,NV,Steve,Johnson,720.1600000000011,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Latin,1.98,8.91
Kathy,Chase,USA,Reno,NV,Steve,Johnson,720.1600000000011,Ozzy Osbourne,Tribute,Metal,1.98,8.91
Kathy,Chase,USA,Reno,NV,Steve,Johnson,720.1600000000011,Page & Plant,Walking Into Clarksdale,Rock,1.98,8.91
Kathy,Chase,USA,Reno,NV,Steve,Johnson,720.1600000000011,Passengers,Original Soundtracks 1,Soundtrack,1.98,8.91
Leonie,Köhler,Germany,Stuttgart,State is Unknown,Steve,Johnson,720.1600000000011,Passengers,Original Soundtracks 1,Soundtrack,1.98,8.91
Leonie,Köhler,Germany,Stuttgart,State is Unknown,Steve,Johnson,720.1600000000011,Paul D'Ianno,The Beast Live,Rock,1.98,8.91
Leonie,Köhler,Germany,Stuttgart,State is Unknown,Steve,Johnson,720.1600000000011,Pearl Jam,Live On Two Legs [Live],Rock,1.98,8.91
Leonie,Köhler,Germany,Stuttgart,State is Unknown,Steve,Johnson,720.1600000000011,Pearl Jam,Pearl Jam,Alternative & Punk,1.98,8.91
Lucas,Mancini,Italy,Rome,RM,Steve,Johnson,720.1600000000011,Eric Clapton,The Cream Of Clapton,Blues,1.98,8.91
Lucas,Mancini,Italy,Rome,RM,Steve,Johnson,720.1600000000011,Eric Clapton,Unplugged,Blues,1.98,8.91
Lucas,Mancini,Italy,Rome,RM,Steve,Johnson,720.1600000000011,Faith No More,Album Of The Year,Alternative & Punk,1.98,8.91
Lucas,Mancini,Italy,Rome,RM,Steve,Johnson,720.1600000000011,Faith No More,Angel Dust,Alternative & Punk,1.98,8.91
Marc,Dubois,France,Lyon,State is Unknown,Steve,Johnson,720.1600000000011,Page & Plant,Walking Into Clarksdale,Rock,1.98,8.91
Marc,Dubois,France,Lyon,State is Unknown,Steve,Johnson,720.1600000000011,Pearl Jam,Live On Two Legs [Live],Rock,1.98,8.91
Mark,Philips,Canada,Edmonton,AB,Steve,Johnson,720.1600000000011,Alanis Morissette,Jagged Little Pill,Rock,1.98,8.91
Mark,Philips,Canada,Edmonton,AB,Steve,Johnson,720.1600000000011,Alice In Chains,Facelift,Rock,1.98,8.91
Mark,Philips,Canada,Edmonton,AB,Steve,Johnson,720.1600000000011,Antônio Carlos Jobim,Warner 25 Anos,Jazz,1.98,8.91
Mark,Philips,Canada,Edmonton,AB,Steve,Johnson,720.1600000000011,Apocalyptica,Plays Metallica By Four Cellos,Metal,1.98,8.91
Martha,Silk,Canada,Halifax,NS,Steve,Johnson,720.1600000000011,Chico Buarque,Minha Historia,Latin,1.98,8.91
Martha,Silk,Canada,Halifax,NS,Steve,Johnson,720.1600000000011,Gonzaguinha,Meus Momentos,Latin,1.98,8.91
Steve,Murray,United Kingdom,Edinburgh ,State is Unknown,Steve,Johnson,720.1600000000011,Ozzy Osbourne,Speak of the Devil,Rock,1.98,8.91
