FirstName,LastName,BillingCountry,BillingCity,billingState,Sale_FirstName,Sale_LastName,salesMade,ArtistName,AlbumName,GenreName,trackSales,invoiceSales,monthBucket
Mark,Philips,Canada,Edmonton,AB,Steve,Johnson,720,JET,Get Born,Alternative & Punk,1.98,27.72,May
Mark,Philips,Canada,Edmonton,AB,Steve,Johnson,720,James Brown,Sex Machine,R&B/Soul,1.98,27.72,May
Mark,Philips,Canada,Edmonton,AB,Steve,Johnson,720,Jimi Hendrix,Are You Experienced?,Rock,1.98,27.72,May
Mark,Philips,Canada,Edmonton,AB,Steve,Johnson,720,Jota Quest,Jota Quest-1995,Latin,1.98,27.72,May
Hannah,Schneider,Germany,Berlin,State is Unknown,Steve,Johnson,720,Iron Maiden,Killers,Heavy Metal,1.98,27.72,June
Lucas,Mancini,Italy,Rome,RM,Steve,Johnson,720,The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,1.98,27.72,July
Lucas,Mancini,Italy,Rome,RM,Steve,Johnson,720,The Police,The Police Greatest Hits,Rock,1.98,27.72,July
Lucas,Mancini,Italy,Rome,RM,Steve,Johnson,720,The Rolling Stones,No Security,Rock,1.98,27.72,July
Lucas,Mancini,Italy,Rome,RM,Steve,Johnson,720,The Rolling Stones,Voodoo Lounge,Rock,1.98,27.72,July
Martha,Silk,Canada,Halifax,NS,Steve,Johnson,720,Miles Davis,Miles Ahead,Jazz,1.98,27.72,July
Martha,Silk,Canada,Halifax,NS,Steve,Johnson,720,Milton Nascimento,Minas,Latin,1.98,27.72,July
Martha,Silk,Canada,Halifax,NS,Steve,Johnson,720,Mônica Marianno,Demorou...,World,1.98,27.72,July
Martha,Silk,Canada,Halifax,NS,Steve,Johnson,720,Mötley Crüe,Motley Crue Greatest Hits,Metal,1.98,27.72,July
Enrique,Muñoz,Spain,Madrid,State is Unknown,Steve,Johnson,720,Lenny Kravitz,Greatest Hits,Reggae,1.98,27.72,January
Enrique,Muñoz,Spain,Madrid,State is Unknown,Steve,Johnson,720,Pearl Jam,Riot Act,Rock,1.98,27.72,January
Enrique,Muñoz,Spain,Madrid,State is Unknown,Steve,Johnson,720,Queen,Greatest Hits I,Rock,1.98,27.72,January
Enrique,Muñoz,Spain,Madrid,State is Unknown,Steve,Johnson,720,Queen,News Of The World,Rock,1.98,27.72,January
Leonie,Köhler,Germany,Stuttgart,State is Unknown,Steve,Johnson,720,Antônio Carlos Jobim,Chill: Brazil (Disc 2),Latin,1.98,27.72,Febuary
Leonie,Köhler,Germany,Stuttgart,State is Unknown,Steve,Johnson,720,Kiss,Greatest Kiss,Rock,1.98,27.72,Febuary
Leonie,Köhler,Germany,Stuttgart,State is Unknown,Steve,Johnson,720,Led Zeppelin,BBC Sessions [Disc 1] [Live],Rock,1.98,27.72,Febuary
Leonie,Köhler,Germany,Stuttgart,State is Unknown,Steve,Johnson,720,Marcos Valle,Chill: Brazil (Disc 1),Latin,1.98,27.72,Febuary
Leonie,Köhler,Germany,Stuttgart,State is Unknown,Steve,Johnson,720,Queen,Greatest Hits II,Rock,1.98,27.72,Febuary
Jack,Smith,USA,Redmond,WA,Steve,Johnson,720,Foo Fighters,In Your Honor [Disc 2],Rock,1.98,27.72,December
Jack,Smith,USA,Redmond,WA,Steve,Johnson,720,Funk Como Le Gusta,Roda De Funk,Latin,1.98,27.72,December
Jack,Smith,USA,Redmond,WA,Steve,Johnson,720,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,1.98,27.72,December
Julia,Barnett,USA,Salt Lake City,UT,Steve,Johnson,720,The Police,The Police Greatest Hits,Rock,1.98,27.72,December
Julia,Barnett,USA,Salt Lake City,UT,Steve,Johnson,720,The Rolling Stones,No Security,Rock,1.98,27.72,December
Julia,Barnett,USA,Salt Lake City,UT,Steve,Johnson,720,The Tea Party,Tangents,Alternative & Punk,1.98,27.72,December
Kathy,Chase,USA,Reno,NV,Steve,Johnson,720,Antônio Carlos Jobim,Chill: Brazil (Disc 2),Latin,1.98,27.72,August
Kathy,Chase,USA,Reno,NV,Steve,Johnson,720,Cidade Negra,Acústico MTV [Live],Reggae,1.98,27.72,August
Kathy,Chase,USA,Reno,NV,Steve,Johnson,720,Cidade Negra,Cidade Negra - Hits,Reggae,1.98,27.72,August
Kathy,Chase,USA,Reno,NV,Steve,Johnson,720,Led Zeppelin,BBC Sessions [Disc 1] [Live],Rock,1.98,27.72,August
Kathy,Chase,USA,Reno,NV,Steve,Johnson,720,Marcos Valle,Chill: Brazil (Disc 1),Latin,1.98,27.72,August
Joakim,Johansson,Sweden,Stockholm,State is Unknown,Steve,Johnson,720,Milton Nascimento,Milton Nascimento Ao Vivo,Latin,1.98,27.72,April
Joakim,Johansson,Sweden,Stockholm,State is Unknown,Steve,Johnson,720,Motörhead,Ace Of Spades,Metal,1.98,27.72,April
Joakim,Johansson,Sweden,Stockholm,State is Unknown,Steve,Johnson,720,Mötley Crüe,Motley Crue Greatest Hits,Metal,1.98,27.72,April
Joakim,Johansson,Sweden,Stockholm,State is Unknown,Steve,Johnson,720,Nirvana,From The Muddy Banks Of The Wishkah [Live],Rock,1.98,27.72,April
Joakim,Johansson,Sweden,Stockholm,State is Unknown,Steve,Johnson,720,O Terço,Compositores,Rock,1.98,27.72,April
João,Fernandes,Portugal,Lisbon,State is Unknown,Margaret,Park,775,Ozzy Osbourne,Speak of the Devil,Rock,1.98,21.82,October
Jennifer,Peterson,Canada,Vancouver,BC,Jane,Peacock,833,Scorpions,20th Century Masters - The Millennium Collection: The Best of Scorpions,Rock,1.98,19.82,March
Ladislav,Kovács,Hungary,Budapest,State is Unknown,Jane,Peacock,833,Jamiroquai,Emergency On Planet Earth,Rock,1.98,17.82,October
Ladislav,Kovács,Hungary,Budapest,State is Unknown,Jane,Peacock,833,Jamiroquai,Synkronized,R&B/Soul,1.98,17.82,October
Michelle,Brooks,USA,New York,NY,Jane,Peacock,833,Spyro Gyra,Morning Dance,Jazz,1.98,17.82,October
Michelle,Brooks,USA,New York,NY,Jane,Peacock,833,Stone Temple Pilots,Core,Rock,1.98,17.82,October
Michelle,Brooks,USA,New York,NY,Jane,Peacock,833,System Of A Down,Mezmerize,Metal,1.98,17.82,October
Robert,Brown,Canada,Toronto,ON,Jane,Peacock,833,Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Latin,1.98,17.82,October
Frank,Ralston,USA,Chicago,IL,Jane,Peacock,833,Led Zeppelin,Presence,Rock,1.98,17.82,November
Puja,Srivastava,India,Bangalore,State is Unknown,Jane,Peacock,833,R.E.M.,The Best Of R.E.M.: The IRS Years,Alternative & Punk,1.98,17.82,May
Puja,Srivastava,India,Bangalore,State is Unknown,Jane,Peacock,833,Raimundos,Cesta Básica,Alternative & Punk,1.98,17.82,May
Puja,Srivastava,India,Bangalore,State is Unknown,Jane,Peacock,833,Raul Seixas,Raul Seixas,Rock,1.98,17.82,May
Puja,Srivastava,India,Bangalore,State is Unknown,Jane,Peacock,833,Red Hot Chili Peppers,Blood Sugar Sex Magik,Alternative & Punk,1.98,17.82,May
Manoj,Pareek,India,Delhi,State is Unknown,Jane,Peacock,833,The Black Crowes,Live [Disc 2],Blues,1.98,17.82,March
Manoj,Pareek,India,Delhi,State is Unknown,Jane,Peacock,833,The Cult,Beyond Good And Evil,Rock,1.98,17.82,March
Wyatt,Girard,France,Bordeaux,State is Unknown,Jane,Peacock,833,Metallica,...And Justice For All,Metal,1.98,17.82,March
Wyatt,Girard,France,Bordeaux,State is Unknown,Jane,Peacock,833,Metallica,ReLoad,Metal,1.98,17.82,March
Wyatt,Girard,France,Bordeaux,State is Unknown,Jane,Peacock,833,Metallica,St. Anger,Metal,1.98,17.82,March
Isabelle,Mercier,France,Dijon,State is Unknown,Jane,Peacock,833,Led Zeppelin,In Through The Out Door,Rock,1.98,17.82,June
Isabelle,Mercier,France,Dijon,State is Unknown,Jane,Peacock,833,Led Zeppelin,Led Zeppelin II,Rock,1.98,17.82,June
Isabelle,Mercier,France,Dijon,State is Unknown,Jane,Peacock,833,Led Zeppelin,Led Zeppelin III,Rock,1.98,17.82,June
Niklas,Schröder,Germany,Berlin,State is Unknown,Jane,Peacock,833,System Of A Down,Mezmerize,Metal,1.98,17.82,June
Niklas,Schröder,Germany,Berlin,State is Unknown,Jane,Peacock,833,The Black Crowes,Live [Disc 1],Blues,1.98,17.82,June
Niklas,Schröder,Germany,Berlin,State is Unknown,Jane,Peacock,833,The Black Crowes,Live [Disc 2],Blues,1.98,17.82,June
Ellie,Sullivan,Canada,Yellowknife,NT,Jane,Peacock,833,AC/DC,For Those About To Rock We Salute You,Rock,1.98,17.82,July
Ellie,Sullivan,Canada,Yellowknife,NT,Jane,Peacock,833,Aerosmith,Big Ones,Rock,1.98,17.82,July
Ellie,Sullivan,Canada,Yellowknife,NT,Jane,Peacock,833,Alanis Morissette,Jagged Little Pill,Rock,1.98,17.82,July
Edward,Francis,Canada,Ottawa,ON,Jane,Peacock,833,Spyro Gyra,Heart of the Night,Jazz,1.98,17.82,January
Emma,Jones,United Kingdom,London,State is Unknown,Jane,Peacock,833,Chico Science & Nação Zumbi,Da Lama Ao Caos,Latin,1.98,17.82,Febuary
Emma,Jones,United Kingdom,London,State is Unknown,Jane,Peacock,833,Cidade Negra,Cidade Negra - Hits,Reggae,1.98,17.82,Febuary
Emma,Jones,United Kingdom,London,State is Unknown,Jane,Peacock,833,Cláudio Zoli,Na Pista,Latin,1.98,17.82,Febuary
François,Tremblay,Canada,Montréal,QC,Jane,Peacock,833,Metallica,...And Justice For All,Metal,1.98,17.82,December
François,Tremblay,Canada,Montréal,QC,Jane,Peacock,833,Metallica,Ride The Lightning,Metal,1.98,17.82,December
François,Tremblay,Canada,Montréal,QC,Jane,Peacock,833,Miles Davis,Miles Ahead,Jazz,1.98,17.82,December
François,Tremblay,Canada,Montréal,QC,Jane,Peacock,833,Milton Nascimento,Milton Nascimento Ao Vivo,Latin,1.98,17.82,December
Hugh,O'Reilly,Ireland,Dublin,Dublin,Jane,Peacock,833,Guns N' Roses,Use Your Illusion I,Rock,1.98,17.82,December
Hugh,O'Reilly,Ireland,Dublin,Dublin,Jane,Peacock,833,Incognito,Blue Moods,Jazz,1.98,17.82,December
Tim,Goyer,USA,Cupertino,CA,Jane,Peacock,833,The Cult,Beyond Good And Evil,Rock,1.98,17.82,December
Luís,Gonçalves,Brazil,São José dos Campos,SP,Jane,Peacock,833,Os Paralamas Do Sucesso,Arquivo II,Latin,1.98,17.82,August
Luís,Gonçalves,Brazil,São José dos Campos,SP,Jane,Peacock,833,Ozzy Osbourne,Tribute,Metal,1.98,17.82,August
Roberto,Almeida,Brazil,Rio de Janeiro,RJ,Jane,Peacock,833,Chico Science & Nação Zumbi,Da Lama Ao Caos,Latin,1.98,17.82,August
Terhi,Hämäläinen,Finland,Helsinki,State is Unknown,Jane,Peacock,833,Legião Urbana,Mais Do Mesmo,Latin,1.98,17.82,August
Phil,Hughes,United Kingdom,London,State is Unknown,Jane,Peacock,833,Alanis Morissette,Jagged Little Pill,Rock,1.98,17.82,April
Phil,Hughes,United Kingdom,London,State is Unknown,Jane,Peacock,833,Alice In Chains,Facelift,Rock,1.98,17.82,April
Camille,Bernard,France,Paris,State is Unknown,Margaret,Park,775,R.E.M.,New Adventures In Hi-Fi,Rock,1.98,17.82,September
Camille,Bernard,France,Paris,State is Unknown,Margaret,Park,775,R.E.M.,The Best Of R.E.M.: The IRS Years,Alternative & Punk,1.98,17.82,September
Camille,Bernard,France,Paris,State is Unknown,Margaret,Park,775,R.E.M. Feat. Kate Pearson,Out Of Time,Alternative & Punk,1.98,17.82,September
Camille,Bernard,France,Paris,State is Unknown,Margaret,Park,775,Raimundos,Cesta Básica,Alternative & Punk,1.98,17.82,September
John,Gordon,USA,Boston,MA,Margaret,Park,775,Miles Davis,Miles Ahead,Jazz,1.98,17.82,September
John,Gordon,USA,Boston,MA,Margaret,Park,775,Milton Nascimento,Minas,Latin,1.98,17.82,September
Daan,Peeters,Belgium,Brussels,State is Unknown,Margaret,Park,775,Faith No More,Album Of The Year,Alternative & Punk,1.98,17.82,November
Daan,Peeters,Belgium,Brussels,State is Unknown,Margaret,Park,775,Faith No More,King For A Day Fool For A Lifetime,Rock,1.98,17.82,November
Daan,Peeters,Belgium,Brussels,State is Unknown,Margaret,Park,775,Faith No More,The Real Thing,Alternative & Punk,1.98,17.82,November
Diego,Gutiérrez,Argentina,Buenos Aires,State is Unknown,Margaret,Park,775,Tim Maia,Serie Sem Limite (Disc 1),Latin,1.98,17.82,November
Diego,Gutiérrez,Argentina,Buenos Aires,State is Unknown,Margaret,Park,775,Tim Maia,Serie Sem Limite (Disc 2),Latin,1.98,17.82,November
Dominique,Lefebvre,France,Paris,State is Unknown,Margaret,Park,775,Red Hot Chili Peppers,By The Way,Rock,1.98,17.82,November
Fernanda,Ramos,Brazil,Brasília,DF,Margaret,Park,775,AC/DC,Let There Be Rock,Rock,1.98,17.82,November
Aaron,Mitchell,Canada,Winnipeg,MB,Margaret,Park,775,Cidade Negra,Acústico MTV [Live],Reggae,1.98,17.82,May
Frank,Harris,USA,Mountain View,CA,Margaret,Park,775,UB40,UB40 The Best Of - Volume Two [UK],Reggae,1.98,17.82,May
Frank,Harris,USA,Mountain View,CA,Margaret,Park,775,Van Halen,Diver Down,Rock,1.98,17.82,May
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775,Iron Maiden,Seventh Son of a Seventh Son,Metal,1.98,17.82,May
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775,Iron Maiden,The X Factor,Rock,1.98,17.82,May
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775,Iron Maiden,Virtual XI,Rock,1.98,17.82,May
Patrick,Gray,USA,Tucson,AZ,Margaret,Park,775,Iron Maiden,A Matter of Life and Death,Rock,1.98,17.82,June
Patrick,Gray,USA,Tucson,AZ,Margaret,Park,775,Iron Maiden,A Real Dead One,Metal,1.98,17.82,June
Patrick,Gray,USA,Tucson,AZ,Margaret,Park,775,Iron Maiden,A Real Live One,Metal,1.98,17.82,June
Patrick,Gray,USA,Tucson,AZ,Margaret,Park,775,Iron Maiden,Brave New World,Rock,1.98,17.82,June
Heather,Leacock,USA,Orlando,FL,Margaret,Park,775,Metallica,Kill 'Em All,Metal,1.98,17.82,July
Heather,Leacock,USA,Orlando,FL,Margaret,Park,775,Metallica,Load,Metal,1.98,17.82,July
Heather,Leacock,USA,Orlando,FL,Margaret,Park,775,Metallica,Master Of Puppets,Metal,1.98,17.82,July
Heather,Leacock,USA,Orlando,FL,Margaret,Park,775,Metallica,ReLoad,Metal,1.98,17.82,July
Stanisław,Wójcik,Poland,Warsaw,State is Unknown,Margaret,Park,775,Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Latin,1.98,17.82,July
Stanisław,Wójcik,Poland,Warsaw,State is Unknown,Margaret,Park,775,Deep Purple,Come Taste The Band,Rock,1.98,17.82,July
Bjørn,Hansen,Norway,Oslo,State is Unknown,Margaret,Park,775,Led Zeppelin,Led Zeppelin I,Rock,1.98,17.82,Febuary
Bjørn,Hansen,Norway,Oslo,State is Unknown,Margaret,Park,775,Led Zeppelin,Led Zeppelin III,Rock,1.98,17.82,Febuary
Dan,Miller,USA,Mountain View,CA,Margaret,Park,775,Red Hot Chili Peppers,Blood Sugar Sex Magik,Alternative & Punk,1.98,17.82,Febuary
Madalena,Sampaio,Portugal,Porto,State is Unknown,Margaret,Park,775,U2,The Best Of 1980-1990,Rock,1.98,17.82,December
Madalena,Sampaio,Portugal,Porto,State is Unknown,Margaret,Park,775,U2,War,Rock,1.98,17.82,December
Madalena,Sampaio,Portugal,Porto,State is Unknown,Margaret,Park,775,U2,Zooropa,Rock,1.98,17.82,December
Mark,Taylor,Australia,Sidney,NSW,Margaret,Park,775,U2,War,Rock,1.98,17.82,August
Mark,Taylor,Australia,Sidney,NSW,Margaret,Park,775,U2,Zooropa,Rock,1.98,17.82,August
Mark,Taylor,Australia,Sidney,NSW,Margaret,Park,775,UB40,UB40 The Best Of - Volume Two [UK],Reggae,1.98,17.82,August
Mark,Taylor,Australia,Sidney,NSW,Margaret,Park,775,Van Halen,Diver Down,Rock,1.98,17.82,August
Eduardo,Martins,Brazil,São Paulo,SP,Margaret,Park,775,Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Latin,1.98,17.82,April
Eduardo,Martins,Brazil,São Paulo,SP,Margaret,Park,775,Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,1.98,17.82,April
Richard,Cunningham,USA,Fort Worth,TX,Margaret,Park,775,Guns N' Roses,Appetite for Destruction,Rock,1.98,17.82,April
Richard,Cunningham,USA,Fort Worth,TX,Margaret,Park,775,Guns N' Roses,Use Your Illusion I,Rock,1.98,17.82,April
Richard,Cunningham,USA,Fort Worth,TX,Margaret,Park,775,Guns N' Roses,Use Your Illusion II,Metal,1.98,17.82,April
Astrid,Gruber,Austria,Vienne,State is Unknown,Steve,Johnson,720,Guns N' Roses,Use Your Illusion II,Metal,1.98,17.82,September
Astrid,Gruber,Austria,Vienne,State is Unknown,Steve,Johnson,720,Incognito,Blue Moods,Jazz,1.98,17.82,September
Astrid,Gruber,Austria,Vienne,State is Unknown,Steve,Johnson,720,Iron Maiden,A Matter of Life and Death,Rock,1.98,17.82,September
Astrid,Gruber,Austria,Vienne,State is Unknown,Steve,Johnson,720,Iron Maiden,A Real Dead One,Metal,1.98,17.82,September
Enrique,Muñoz,Spain,Madrid,State is Unknown,Steve,Johnson,720,David Coverdale,Into The Light,Rock,1.98,17.82,September
Enrique,Muñoz,Spain,Madrid,State is Unknown,Steve,Johnson,720,Gonzaguinha,Meus Momentos,Latin,1.98,17.82,September
Enrique,Muñoz,Spain,Madrid,State is Unknown,Steve,Johnson,720,Spyro Gyra,Heart of the Night,Jazz,1.98,17.82,September
Leonie,Köhler,Germany,Stuttgart,State is Unknown,Steve,Johnson,720,Passengers,Original Soundtracks 1,Soundtrack,1.98,17.82,October
Leonie,Köhler,Germany,Stuttgart,State is Unknown,Steve,Johnson,720,Paul D'Ianno,The Beast Live,Rock,1.98,17.82,October
Leonie,Köhler,Germany,Stuttgart,State is Unknown,Steve,Johnson,720,Pearl Jam,Live On Two Legs [Live],Rock,1.98,17.82,October
Leonie,Köhler,Germany,Stuttgart,State is Unknown,Steve,Johnson,720,Pearl Jam,Pearl Jam,Alternative & Punk,1.98,17.82,October
Johannes,Van der Berg,Netherlands,Amsterdam,VV,Steve,Johnson,720,Foo Fighters,In Your Honor [Disc 2],Rock,1.98,17.82,May
Johannes,Van der Berg,Netherlands,Amsterdam,VV,Steve,Johnson,720,Foo Fighters,One By One,Alternative & Punk,1.98,17.82,May
Lucas,Mancini,Italy,Rome,RM,Steve,Johnson,720,Eric Clapton,The Cream Of Clapton,Blues,1.98,17.82,March
Lucas,Mancini,Italy,Rome,RM,Steve,Johnson,720,Eric Clapton,Unplugged,Blues,1.98,17.82,March
Lucas,Mancini,Italy,Rome,RM,Steve,Johnson,720,Faith No More,Album Of The Year,Alternative & Punk,1.98,17.82,March
Lucas,Mancini,Italy,Rome,RM,Steve,Johnson,720,Faith No More,Angel Dust,Alternative & Punk,1.98,17.82,March
Martha,Silk,Canada,Halifax,NS,Steve,Johnson,720,Chico Buarque,Minha Historia,Latin,1.98,17.82,March
Martha,Silk,Canada,Halifax,NS,Steve,Johnson,720,Gonzaguinha,Meus Momentos,Latin,1.98,17.82,March
Alexandre,Rocha,Brazil,São Paulo,SP,Steve,Johnson,720,Chico Buarque,Minha Historia,Latin,1.98,17.82,June
Alexandre,Rocha,Brazil,São Paulo,SP,Steve,Johnson,720,David Coverdale,Into The Light,Rock,1.98,17.82,June
Steve,Murray,United Kingdom,Edinburgh,State is Unknown,Steve,Johnson,720,Ozzy Osbourne,Speak of the Devil,Rock,1.98,17.82,June
Steve,Murray,United Kingdom,Edinburgh,State is Unknown,Steve,Johnson,720,Scorpions,20th Century Masters - The Millennium Collection: The Best of Scorpions,Rock,1.98,17.82,June
Steve,Murray,United Kingdom,Edinburgh,State is Unknown,Steve,Johnson,720,U2,Instant Karma: The Amnesty International Campaign to Save Darfur,Pop,1.98,17.82,June
Helena,Holý,Czech Republic,Prague,State is Unknown,Steve,Johnson,720,JET,Get Born,Alternative & Punk,1.98,17.82,July
Helena,Holý,Czech Republic,Prague,State is Unknown,Steve,Johnson,720,Jamiroquai,Emergency On Planet Earth,Rock,1.98,17.82,July
Helena,Holý,Czech Republic,Prague,State is Unknown,Steve,Johnson,720,Jamiroquai,Synkronized,R&B/Soul,1.98,17.82,July
Helena,Holý,Czech Republic,Prague,State is Unknown,Steve,Johnson,720,Jamiroquai,The Return Of The Space Cowboy,Electronica/Dance,1.98,17.82,July
Marc,Dubois,France,Lyon,State is Unknown,Steve,Johnson,720,Page & Plant,Walking Into Clarksdale,Rock,1.98,17.82,January
Marc,Dubois,France,Lyon,State is Unknown,Steve,Johnson,720,Pearl Jam,Live On Two Legs [Live],Rock,1.98,17.82,January
Mark,Philips,Canada,Edmonton,AB,Steve,Johnson,720,Alanis Morissette,Jagged Little Pill,Rock,1.98,17.82,January
Mark,Philips,Canada,Edmonton,AB,Steve,Johnson,720,Alice In Chains,Facelift,Rock,1.98,17.82,January
Mark,Philips,Canada,Edmonton,AB,Steve,Johnson,720,Antônio Carlos Jobim,Warner 25 Anos,Jazz,1.98,17.82,January
Mark,Philips,Canada,Edmonton,AB,Steve,Johnson,720,Apocalyptica,Plays Metallica By Four Cellos,Metal,1.98,17.82,January
Victor,Stevens,USA,Madison,WI,Steve,Johnson,720,Iron Maiden,The Number of The Beast,Metal,1.98,17.82,January
Victor,Stevens,USA,Madison,WI,Steve,Johnson,720,Iron Maiden,Virtual XI,Rock,1.98,17.82,January
Hannah,Schneider,Germany,Berlin,State is Unknown,Steve,Johnson,720,Van Halen,Van Halen,Rock,1.98,17.82,Febuary
Hannah,Schneider,Germany,Berlin,State is Unknown,Steve,Johnson,720,Van Halen,Van Halen III,Rock,1.98,17.82,Febuary
Joakim,Johansson,Sweden,Stockholm,State is Unknown,Steve,Johnson,720,Chico Science & Nação Zumbi,Afrociberdelia,Latin,1.98,17.82,December
Julia,Barnett,USA,Salt Lake City,UT,Steve,Johnson,720,Faith No More,King For A Day Fool For A Lifetime,Rock,1.98,17.82,August
Julia,Barnett,USA,Salt Lake City,UT,Steve,Johnson,720,Faith No More,The Real Thing,Alternative & Punk,1.98,17.82,August
Julia,Barnett,USA,Salt Lake City,UT,Steve,Johnson,720,Falamansa,Deixa Entrar,Latin,1.98,17.82,August
Julia,Barnett,USA,Salt Lake City,UT,Steve,Johnson,720,Foo Fighters,In Your Honor [Disc 1],Rock,1.98,17.82,August
Kathy,Chase,USA,Reno,NV,Steve,Johnson,720,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Latin,1.98,17.82,April
Kathy,Chase,USA,Reno,NV,Steve,Johnson,720,Ozzy Osbourne,Tribute,Metal,1.98,17.82,April
Kathy,Chase,USA,Reno,NV,Steve,Johnson,720,Page & Plant,Walking Into Clarksdale,Rock,1.98,17.82,April
Kathy,Chase,USA,Reno,NV,Steve,Johnson,720,Passengers,Original Soundtracks 1,Soundtrack,1.98,17.82,April
Luís,Gonçalves,Brazil,São José dos Campos,SP,Jane,Peacock,833,Guns N' Roses,Appetite for Destruction,Rock,1.98,11.88,September
Roberto,Almeida,Brazil,Rio de Janeiro,RJ,Jane,Peacock,833,Smashing Pumpkins,Rotten Apples: Greatest Hits,Alternative & Punk,1.98,11.88,October
Ladislav,Kovács,Hungary,Budapest,State is Unknown,Jane,Peacock,833,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,1.98,11.88,November
Michelle,Brooks,USA,New York,NY,Jane,Peacock,833,Led Zeppelin,Led Zeppelin I,Rock,1.98,11.88,November
Michelle,Brooks,USA,New York,NY,Jane,Peacock,833,Led Zeppelin,Led Zeppelin II,Rock,1.98,11.88,November
Manoj,Pareek,India,Delhi,State is Unknown,Jane,Peacock,833,Iron Maiden,Piece Of Mind,Metal,1.98,11.88,May
Manoj,Pareek,India,Delhi,State is Unknown,Jane,Peacock,833,Iron Maiden,Powerslave,Metal,1.98,11.88,May
Manoj,Pareek,India,Delhi,State is Unknown,Jane,Peacock,833,Iron Maiden,Rock In Rio [CD1],Metal,1.98,11.88,May
Phil,Hughes,United Kingdom,London,State is Unknown,Jane,Peacock,833,R.E.M.,Green,Alternative & Punk,1.98,11.88,May
Wyatt,Girard,France,Bordeaux,State is Unknown,Jane,Peacock,833,Faith No More,Angel Dust,Alternative & Punk,1.98,11.88,May
Emma,Jones,United Kingdom,London,State is Unknown,Jane,Peacock,833,System Of A Down,Mezmerize,Metal,1.98,11.88,March
Fynn,Zimmermann,Germany,Frankfurt,State is Unknown,Jane,Peacock,833,Kiss,Unplugged [Live],Rock,1.98,11.88,June
Fynn,Zimmermann,Germany,Frankfurt,State is Unknown,Jane,Peacock,833,Led Zeppelin,BBC Sessions [Disc 2] [Live],Rock,1.98,11.88,June
Fynn,Zimmermann,Germany,Frankfurt,State is Unknown,Jane,Peacock,833,Led Zeppelin,Coda,Rock,1.98,11.88,June
Isabelle,Mercier,France,Dijon,State is Unknown,Jane,Peacock,833,Creedence Clearwater Revival,"Chronicle, Vol. 1",Rock,1.98,11.88,July
Puja,Srivastava,India,Bangalore,State is Unknown,Jane,Peacock,833,Iron Maiden,Virtual XI,Rock,1.98,11.88,July
Tim,Goyer,USA,Cupertino,CA,Jane,Peacock,833,Iron Maiden,Seventh Son of a Seventh Son,Metal,1.98,11.88,January
Edward,Francis,Canada,Ottawa,ON,Jane,Peacock,833,U2,Zooropa,Rock,1.98,11.88,Febuary
Frank,Ralston,USA,Chicago,IL,Jane,Peacock,833,Metallica,Garage Inc. (Disc 1),Metal,1.98,11.88,December
Robert,Brown,Canada,Toronto,ON,Jane,Peacock,833,U2,How To Dismantle An Atomic Bomb,Rock,1.98,11.88,December
Niklas,Schröder,Germany,Berlin,State is Unknown,Jane,Peacock,833,Led Zeppelin,Led Zeppelin III,Rock,1.98,11.88,August
Niklas,Schröder,Germany,Berlin,State is Unknown,Jane,Peacock,833,Led Zeppelin,Physical Graffiti [Disc 2],Rock,1.98,11.88,August
Niklas,Schröder,Germany,Berlin,State is Unknown,Jane,Peacock,833,Led Zeppelin,Presence,Rock,1.98,11.88,August
Jennifer,Peterson,Canada,Vancouver,BC,Jane,Peacock,833,Os Paralamas Do Sucesso,Acústico MTV,Latin,1.98,11.88,April
João,Fernandes,Portugal,Lisbon,State is Unknown,Margaret,Park,775,Raimundos,Cesta Básica,Alternative & Punk,1.98,11.88,November
Eduardo,Martins,Brazil,São Paulo,SP,Margaret,Park,775,U2,War,Rock,1.98,11.88,May
Aaron,Mitchell,Canada,Winnipeg,MB,Margaret,Park,775,Spyro Gyra,Morning Dance,Jazz,1.98,11.88,June
Aaron,Mitchell,Canada,Winnipeg,MB,Margaret,Park,775,Stevie Ray Vaughan & Double Trouble,In Step,Blues,1.98,11.88,June
Patrick,Gray,USA,Tucson,AZ,Margaret,Park,775,Amy Winehouse,Frank,Pop,1.98,11.88,July
Daan,Peeters,Belgium,Brussels,State is Unknown,Margaret,Park,775,AC/DC,Let There Be Rock,Rock,1.98,11.88,January
Diego,Gutiérrez,Argentina,Buenos Aires,State is Unknown,Margaret,Park,775,Metallica,Master Of Puppets,Metal,1.98,11.88,December
Dominique,Lefebvre,France,Paris,State is Unknown,Margaret,Park,775,Guns N' Roses,Appetite for Destruction,Rock,1.98,11.88,December
